6	现在有4位同学都想把自己的想法与大家分享我们一起去听听吧
5	请你比较一下左边的加法算式和右边的乘法算式你有什么感觉吗
1	为了交流方便老师把米尺搬到了大屏幕上在这里老师要提醒同学们屏幕上的米尺和实际的长度不一样我们要以米尺实际长度为准
5	让我们先来看看第一题请同学们观察这4幅作品你和谁的一样
1	同学们你们看在小朋友的心中数学是如此的丰富多彩
6	请同学们拿出学习任务单用自己喜欢的方法写一写算一算吧
5	同学们刚才你们在用身上的尺子测量物体的长度时我发现有同学用假粮有的同学用妥良谁能说说我们应该怎样选择身上的尺子呢
1	照你这样说千万位升到10个珠子就可以表示一亿了那么千万位的前一位就是亿位
2	没错门的宽度是80厘米这样爸爸就知道该买什么尺寸的木门了
6	小海观察了图片用数一数的方法解决了问题再看看朵朵同学是怎么思考的
5	豆豆用爪量完之后这一段是两盏那么这棵大树有一坨凉渣那么粗看似问题解决了可是新的问题又来了怎么才能知道这一坨两爪到底是多少厘米呢
0	文文借助以前学过的图形知识来说明乘法分配率同样适用于小数真是个好方法
6	下面我们就研究小数乘整数怎么计算为什么这样算
5	同学们根据上面的信息你能提出什么数学问题呢
1	这节课我们不仅掌握了大数改写的方法还明白了改写的道理发现了大数改写时是把大数变成了以万和亿为单位的数而它的大小是不变的
5	其实你们知道吗在中国古代的数学名著9章算术中也有分数乘法的内容那你们知道我国古人是如何计算分数乘法的吗
1	佳佳发现65.6大约是估算结果的10倍可能是小数点位置点错了
1	听了东东的发言苗苗说我现在明白了1/5×2/3就是求1/5的2/3是多少先找到单位1的1/5再把它平均分成三份表示这样的两份就是1/5的2/3相当于把单位一平均分成5成3份也就是15份表示这样的1×2份也就是两份就是单位一的2/15
5	军军说的对吗请你们说说是怎么知道的
1	我用分级的方法检查一下确实是对的
5	同学们你们知道小方小亮喝了多少毫升的矿泉水吗
2	噢他认为数学就是数数
1	今天的课就上到这里同学们再见
1	匆匆说横式和竖式都可以记录两位数乘一位数的计算过程我还想去研究三位数4位数乘1位数的竖式
1	用一个长方形表示全部路程平均分成10份每份就表示全程的1/10三分钟就会走三个1/10三个1/103/10所以1/10×3=3/10也就是说小明三分钟可以行全程的3/10
0	这真是一个好问题
1	琴琴说估算能帮我们分析解决很多问题比如计算出结果之后可以用估算的方法进行检查
1	在开始上课前请准备好课上测量所需要的物品如直尺四点回星针准备不齐也没有关系课上我们和同学们一起观察和思考
5	乐乐带了10.5元想买0.5千克苹果和0.5千克橘子文文想买橘子和香蕉各1.5千克同学们提出了什么问题
1	10×2可以直接口算得出结果但是16×2还要继续拆分再算如果我把26拆分成20+620×2=406×2=12最后合起来是52我发现这样拆分挺简单的
5	生活中我们经常要比较物体的轻重丁丁要想知道自己的这本书和文具盒哪个轻哪个重怎么办
6	屏幕前的同学们课下可以与同伴家人分享一下你的发现
2	小丽这种先分级再改写的方法真是很巧妙
1	碰碰车上的人数真有意思呀每辆碰碰车都有两人
0	同学们可真会思考
1	2020年中国北斗三号全球卫星导航系统正式开通他不仅服务中国更是服务世界将为全球用户提供导航国际搜救等服务
2	已不结解决了问题还为我们介绍了你的思考过程
0	同学们可真会思考
5	屏幕前的同学们你们和他们想的一样吗
1	前面我们发现13和16可以拆成几加几所以开始我想着把26拆分成几加几
1	求1/2小时能清理这块草坪的几分之几就只求一小时工作量的1/2是多少同学们平均每小时清理这块草坪的1/5也就是求1/5的1/2是多少可以用乘法计算所以列式是1/5×1/2
6	看看琴琴同学列出的算式和你们想的一样吧
1	所以小亮喝的水就可以用350×4/5来计算350×4/5分母不变是5
1	天天说分数和整数相乘时分母不变从分母可以知道计数单位整数与分子相乘的积可以表示计数单位的个数
1	现在让我们一起走进天天家为了保证家庭成员的膳食合理营养均衡天天的妈妈想知道一家5口人一天喝的牛奶量及摄入的钙量
1	快慢远进高d上下高矮大小长短值温都是我们学数学时要研究的问题只要注意观察生活中处处有数学
5	我们先来回忆一下在上节课中我们都学习了什么呢
6	通过刚才的练习我们理解了小数混合运算的顺序让我们带着这个认识再来解决一个问题
5	手工社团的老师要为同学们购置彩线每卷2.5元需要购买43卷一共花多少元呢
1	我也是这样想的万位上8个珠子再添上两个珠子就是10个珠子也就是10万
1	两栋楼需要购买的垃圾桶是2×4=8个6个这样的一份就用6×8=48个所以小区一共需要购买48个垃圾桶
5	别着急一幅作品一幅作品来看我们来听听同学们是怎么想的
5	解决这个问题怎样列式呢
1	听了琴琴的分析强强发现小数混合运算的运算顺序和整数混合运算的运算顺序相同在没有小括号的算式里要先算乘除法后算加减法
0	亮亮和君君说的真好
1	芳芳说我知道了在大数改写的时候分级依然是个好方法有了它改写就不难了
5	9.9×0.4是小数乘小数的算式怎样计算呢
1	同时我们还找到了万以上大数的读写方法与以前我们学习的万以内数读写之间的联系
5	问题来了购买4个足球需要多少元呢
5	同学们分别用乘法和加法解决了问题下面请你进一步的观察一下如果途中黄色部分用1/5表示那这幅图是不是同样也可以用加法算式和乘法算式表示呢
6	请丽丽说一说吧
1	首先我发现直接看图就能看出正方形地砖的面积比长方形地砖的面积小其次借助痘痘和林林研究的结果也能发现正方形地砖的面积一定比长方形地砖的面积小最后我还发现只观察他们列出的算式不用计算也能判断因为1/2×1/2中的每一个因素都比4/5×3/4中的因数小所以正方形地砖的面积一定比长方形地砖的面积小
1	同学们大家好我是首都经济贸易大学附属小学的李莉老师很高兴和大家一起学习今天我们研究小数乘法
6	生活中还有哪些物体的个数是一呢请同学们找一找画一画开始吧
5	我们有了一厘米这个朋友那我们就用一厘米长的小棒或小纸条再量量数学书看看到底有多长呢
6	请同学们从脚底开始量一量一米到你身体的哪个位置呢开始吧
1	苗苗也很困惑350×1/5积为什么比350少呢
6	下面我们就一起去研究研究吧
5	看到这些大数你想做些什么呢
1	明明解释说要想求三个12是多少既可以用加法也可以用乘法我想尝试一下
1	这节课就上到这里同学们再见
0	丽丽不仅能用连加解决这个问题还善于观察和思考发现了算式中的奥秘
6	非常好那我们再来看看其他同学的想法吧
1	0.01×0.1表示0.01的1/10也就是把0.01平均分成10份求一份是多少相当于把0.01÷10所以是0.001
5	我们先来看看问题一乐乐买水果花了多少钱
1	从分母我们知道分数单位是1/5整数350与分子4相乘的积做分子可以表示分数单位的个数
1	只要你在生活中多观察就能发现小数乘法能够解决我们身边的许多问题
0	借助自己的图同学们想到了这么多种拆分的方法
5	再来看看乐乐买完水果还剩多少钱
1	读数时我用了数位顺序表写数时也可以用
1	琴琴说我是这样列式的第一步先计算3.4加2.8的和算出一千克苹果和橘子的价钱6.2元第二步用6.2×0.5算出乐乐买水果花了3.1元再用乐乐贷的10.5元减去3.1元求出乐乐剩下7.4元
1	听了大家的汇报东东也提了一个非常好的问题
6	来听听阳阳是怎么说的
5	先来看第一个问题家家房间地面的面积是多少平方米
5	再仔细观察观察你还有什么发现呢
1	我发现竖式的书写方法是一样的都是一个乘数写在另一个乘数的下面而且一位数4与另一个乘数的个位对齐
1	在比较谁多谁少的时候我们可以把香蕉和桃子一个对一个摆一摆这就是一一对应的方法这样一眼就看出它们同样多了
1	498个1×5得到的是2490个149.8是一位小数表示498个0.1乘5得到的是2490个0.1两位小数和三位小数分别表示的是498个0.010.001
6	现在请大家也静静的想一想
1	小丽说我还发现这两个数的最高位都是10亿位五角星盖住的数位在亿位上
6	我们一起来交流一下吧
5	可是这个算式应该如何计算呢
5	是不是这样呢
1	林立是这样想的我发现第一道题目是分数和整数相乘它的计算方法是把分子和整数相乘的积做分子分母不变但我还没有看出它与分数乘分数计算方法的联系
6	数一数它们都分别有几个
6	屏幕前的同学们请你想办法试一试吧
1	受你们的启发我觉得应该这么说就更准确了两位数都可以拆成10加几或几十加几而且这样拆分以后计算起来比较好算
6	你看我们又读了这么多数我们一起来总结一下大树应该怎么读呢
1	同学们这节课我们就上到这儿再见
1	小雨说开学典礼时我们全校的学生占满了整个操场全校大约3000人10个操场就是3万人30个操场就是9万人那10万人需要30多个操场呢
1	通过刚才几位同学的讨论我们发现更大数的大小比较和万以内的大小比较方法确实相同而且不仅方法相同道理也相同
5	有结果了吗
1	"小雨说我还可以1	000万1	000万的数4	620万5	620万6	620万7	620万8	620万9	620万再加上1	000万这个数比1亿还大呢"
0	同学们借助直观的图形和分数的意义不仅发现了求一个数的几分之几是多少可以用乘法计算还发现了其中的道理大家可真棒
5	列式是112×4可是112×4等于多少呢
6	现在让我们走进校园看一看同学们的课余生活吧
1	同学们不仅会倾听还会观察祝贺大家得到了智慧星
1	我明白了以后在计算时我要再细心一点认真审题防止出现类似的错误
1	最后把各部分的积合起来就可以了结果是693
1	同学们大家好我是东城区史家小学分校的数学报老师很高兴能和大家一起继续学习分数乘法的知识
5	同学们我们曾经研究过整数乘法和小数乘法那分数乘整数应该如何计算呢
5	写完了吗
2	同学们琴琴和强强的想法都是把小数乘法转化为整数乘法进行计算真是好方法
6	我们和阳阳一起将下面这些大数改写为1万或亿为单位的数吧
6	大家提出了这么多问题那请你先在学习单上圈一圈写一写尝试列式解决吧
6	我们一起交流
6	请你试着做一做
1	同学们刚才我们认识了米尺通过交流我们知道了一米等于100厘米
1	还真是小数点位置点错了结果应该是6.56
2	根据刚才的经验找到了解决新问题的方法而且还解释清楚了这样计算的道理你们真会学习
1	同学们通过今天的学习我们知道生活中有许多事物可以进行比较还知道数学能帮助我们解决生活中的许多问题
0	同学们真有方法
1	半瓶水是多少毫升就是求350的1/2是多少也就是350×1/2或350×0.5
1	第二题先算小括号里的减法再算括号外的乘法最后算加法
6	一起来看看
1	那今天的课就上到这儿同学们再见
5	老师收集了几个作品请你边看边思考这些作品表达的是什么意思呢
1	表格中的数据都是100克食物中蛋白质的含量乐乐说这三种食物每100克中蛋白质含量南瓜最低鸡蛋蛋白质含量大约是南瓜的15倍大约是牛奶的5倍
1	我又仔细检查了一遍1.8×0.85等于1.53是正确的
5	你们觉得古人的方法怎么样啊
1	接着用4去乘112百位的一得到4个百四写在百位上表示4个100是400最后合起来就是448
1	同学们在课后可以继续用身上的尺子测量一些物体的长度体验测量的乐趣
0	相信大家都能学好数学用好数学
5	同学们5个省市的人口数量的多少比出来了吗
5	同学们你们做对了吗
5	同学们你们量完了吗谁来说说你用身上的尺子量了哪儿呢
6	同学们那就让我们一起来量一量身上的尺子的长度吧请你先选择一种身上的尺子试着量一量并思考选择什么工具呢怎样测量呢同学们赶快试试吧
5	这是琳琳的方法我们听听琳琳是怎么说的
5	看几位小朋友正拿着一个练习本和一本字典比一比可以比什么
5	做完了吗
5	屏幕前的你们跟他们的结果一样吗
6	请看天天的作品
1	算式二是一位小数乘整数按照314×21计算积会扩大到原来的10倍将7÷10得659.4
6	爬杆比赛正在进行中观看三个爬杆的同学你又比较出了什么听听亮亮是怎么说的
6	对它们直直的有两个端点请你再闭上眼睛想象一下线段是什么样子的
5	屏幕前的同学们想一想可以自己试一试看看这位同学和你的方法一样吗
1	我们刚刚认识了10万还知道了它和1万之间的关系
6	课后也请你把自己出的题目是怎样计算的以及计算的道理是什么讲给家人听听
1	芳芳觉得数位顺序表特别有用
1	小雨也有自己的发现他说我发现这两个数的单位不同左边的3万是以一为单位的右边的3万是以万为单位的
6	开始吧
2	佳佳通过单位换算也解决了问题
1	同学们你的尺子上有0吗大家纷纷都说有零在这儿在这儿在这儿
6	今天的作业是请你用不同的方法口算12×2可以用画图的方法说明你的计算过程
1	我把3.9看作三3.1也看作33×3=93.9×3.1的积一定比九大不会是5.07
2	小刚说明明说的对因为橙之性之逃之离之每种饮料都码放得整整齐齐桃枝码放的最高所以桃枝最多
1	算式三是一位小数乘一位小数转化成整数成整数后积会扩大到原来的100倍再将积除以100得65.94我想算是4的积应该用6594÷1000得6点594
5	刚刚有同学把这个加法算式写成了这样一个乘法算式那这个乘法算式中的5表示什么四又表示什么呢你能借助这幅图和加法算式说一说吗
1	"而5	070万和900万中这几个0虽然是在数的末尾但它们都在万级的数位上在用万作单位时是看成5070个万和900个万所以它们不能被去掉"
1	强强发现第一种方法是用竖式计算的
1	我们来看看今天的课后活动测量身边物体的长度先估一估再量一量在测量中发现感兴趣的问题可以用自己喜欢的方法去研究
1	第一种和第二种方法都是把三个20一个一个加起来得到结果用加法计算
1	他万骑上的树是378代表有378个碗各级上的数是7588代表7588个1
1	我们可以先求一行货物的重量也就是19个0.25在乘4行也可以先算出一共有多少箱就是先计算19×4的积再用0.25×76箱结果也等于19
6	同学们是不是轻松多了那我们一起继续学习吧
6	同学们准备好了吗那我们就开始行动吧
1	估算可以让我们知道乘积大约是多少或者在什么范围
5	但我也是说不清楚其中的道理谁能帮帮我
1	生活中比较物体的轻重时我们可以用不同的方法来解决通过跷跷板能看出来有时候用手还能掂出来
0	你们这么快就能熟练地使用直尺来测量线段的长度了可真不简单哪
6	东东有想法了我们来看看
1	先算1×3=3三写在个位上再算30×3=909写在10位上是90接着算200×3=6006写在百位上是600
6	明明也想说说我们来听一听
1	看来同学们对于分数乘分数确实有一些困难
1	同学们大家好我是来自北京市崇文小学的数学王老师很高兴和同学们一起学习数学
1	芳芳发现教室里有5个小朋友书架上放了很多的书和立体图形你们喜欢读书吗多读书读好书你们就会越来越优秀的
6	下面我们就来数一数摆一摆要求是请你先选择物体数一数然后用学具摆一摆想一想遗属的物体有几个应该用几表示开始吧
1	我写的书是和你一样我想用人民币来说说道理我可以把21想成21元就是两个10元和一个1元
0	同学们可真善于观察啊结合具体的实例发现了一个规律一个因数大于一积就大于另一个因素一个因数等于一积就等于另一个因数一个因数小于一积就小于另一个因数
1	其实这里每个箱子装果汁的数量都是一样的他们的码放方法也一样我们看出逃之码放的最高所以桃枝就最多
1	我的方法和他们不一样我是这样想的20×3我们没有学过我想到了2×3
6	我们一起来交流交流
6	那乘号该怎么写呢请同学们伸出你的小手指跟着老师一起书空一遍
1	琴琴知道了每100克南瓜牛奶积蛋的蛋白质含量分别是0.8克3.1克14.8克
6	接下来我们再来看看第二幅作品吧
6	我们先来听听琴琴是怎么想的
1	像这样直直的有两个端点的线就是线段
1	我们已经计算了地面的面积地毯的面积和床的占地面积利用这些结果刚才同学们提出的后两个问题也就迎刃而解了
1	听完了大家的分析天天说看来大家都明白了求350的1/5是多少可以用乘法计算
1	强强说100克鸡蛋的蛋白质含量大约是15克大约要喝500克牛奶才能获取同样多的蛋白质
6	同学们我们再来解决一个问题吧
1	沿着Lily的思路我来讲第二题吧
1	文文是这样想的妈妈每小时行10千米爸爸每小时比妈妈多行3.5千米10+3.5表示爸爸每小时行的千米数也就是爸爸骑车的速度半小时就是0.5小时
6	在你的学习单上写一写
6	请同学们先量一量并把测量结果记录下来然后观察测量结果并思考你有什么发现吗赶快开始吧
6	请你选择喜欢的方法解决这个问题
6	我们来盯正一下
1	东东这样说道今天的前三道题目判断的都是对的最后一题错了24/25×3/2应该大于24/25
1	痘痘通过画图进行了分析他是这么想的我用一个长方形表示一瓶水也就是350毫升喝了1/5就是把350毫升平均分成5份取其中的一份这就是350毫升的1/5
1	琳琳也有了自己的发现我发现19/20×1和19/20都表示一个19/20所以左右两边是相等的所以19/20×1=19/20
6	开始吧
1	"然后我们接着数10个1万是10万10个10万是100万10个100万是1	000万10个1	000万是1亿"
5	看来同学们遇到了困难怎么办呢
5	像这样的题目大家会解决吗
5	先数一数有几个肽呀对有一个太阳有的同学一边数还伸出了一个手指你想怎样表示有一个太阳呢
5	你打算用什么方法呢
6	阳阳还有发现呢我们一起来听听
1	同学们如果你想知道自己的身高你还可以问一问自己的家长或老师哦
6	让我们一起来交流交流
1	也就是从6594的右边数出三位点上小数点得到3.14×2.1的结果是三位小数是6.594
1	你们可以用这样数数的方法数一数你身边其他的物体
1	一朵花伸出一根手指两朵花伸出两根手指三朵花伸出三根手指四朵花伸出四根手指五朵花伸出5根手指
5	同学们身高会凉了你们在测量其他的身上的尺子的过程中还有什么困难吗
5	同学们除了一厘米长的小棒你还能说一说生活中有哪些物体的长度大约是一厘米吗
1	同学们的收获还真不少这节课我们一起认识了身上的尺子测量了身上的尺子的长度积累了很多测量的经验还发现了一些身上尺子的小秘密
6	好好思考一下
1	请大家先看我画的图0.4千克就是把一千克平均分成10份取其中的4份那么我把9.9元平均分成10份这样的4份就是0.4千克的钱数
1	我同意左边晴晴的想法虽然他们都把102拆成100+2的和但佳佳在这一步中计算的是100个0.7而加一个0.72这是一百零一个0.72呀
1	噢我明白了如果不添加小括号是要按照从左到右的顺序计算应该写成0.1×0.125×0.8等于0.0125×0.8=0.01
1	而第三种和第四种方法都是把20改成两个1020×3就是两个10×3得到6个10就是60都用到了6个10是60
2	你不仅写出了竖式还想到了更简洁的书写方法真棒
1	再用3去乘2010位上的2二三得六是6个10把6直接写在10位上表示三个20是60所以21×3的积就是63
5	丽丽说你是怎么想到用12×3的
5	但是我这样做了之后却出现了错误同学们能帮帮我吗
6	我们来听听乐乐的想法
1	我觉得方方的竖式还可以写得更简单12×4的竖式可以这样写112×4我是这样写的
6	让我们一起来算一算吧
5	它们俩都是用回形针测量的怎么测量结果还是不同呢
1	数数的时候啊有时候我们画个小记号来帮忙有时候我们借助我们的小手有时候我们用学具帮忙这些数数的习惯你们都有吗
1	同学们如果我们用心观察就会发现生活中有很多长度大约是一米的物体
1	东东提醒大家说要想知道从杯子中倒出了多少毫升的水就先要找到倒出的水
5	再找一找生活中还有哪些物体的个数是5呢
1	我看懂了第一个同学的作品他是把16拆分成2×8先用2×3=6然后用6×8=48所以16×3=48
5	噢真的是这样吗
0	同学们真善于思考不仅观察生活中的现象还大胆的提出了想要继续研究的问题
1	丽丽看了看自己的作品说我也是先用4去×12个位上的22×4=8把8写在了横线下面的个位上与上面的二和四对齐再用这个4去乘1210位上的一得到的4写在8左边的10位上结果是48
5	其他同学还有补充吗
1	我和强强的想法差不多我也想知道乘积不超过多少我把两个因素都往大沽3.2估成整数42.05估成一位小数2.14×2.1=8.4成绩一定不超过8.4
1	这里有8张数字卡片上面分别是一234一23
1	小雨是这样想的我同意芳芳的想法分级线所在的位置就是个级万级和一级的分解也就是以万或亿为单位的位置
1	我发现两位数可以拆分成几乘几几加几或几十加几
1	噢根据小数的末尾添上0或去掉0小数的大小不变我们可以把小数末尾的0去掉把小数化简
5	那什么是一坨呢两臂伸平两只手中指指尖之间是一坨
1	所以北京市机动车保有量可以改写为621万小客车数量为519万北京大兴国际机场的占地面积可以改写为70万平方米
1	听完了豆豆的分析天天补充的
1	第一位同学在万位拨10个柱子表示10个1万第二位同学在10万位上用一个珠子表示一个10万其实10个1万就是10万
1	通过比较我们又发现了小刚和小强的位置有上下的不同
5	受豆豆的启发你们觉得我们身上还有哪儿可以当做尺子用呢快找一找吧
6	说说你的理由
5	请你仔细观察想想从图中你能得到哪些数学信息又能提出什么问题
1	这些玩具车摆放的就很整齐了
1	350/5×45和350可以约分5约成1350约成70等于280毫升
5	明明的方法启发了大家这道题还有没有不同的分法呢分文后是不是就能用已经学过的知识来解决了呢
5	现在请你再仔细观察这两种方法说说你有什么发现
6	课后我们的作业是数学书第三页练一练第二题一数学书第六页练习一第二题第四题
5	痘痘提出的这个问题你会解决吗
1	我发现一个有小括号一个没有我认为右边算式是正确的
1	一共6捆小棒也就是6个10是60
1	左边算式没有小括号应该按照先乘除后加减的顺序计算也就是先算乘除后算加可是他却先算的加法这不符合混合运算的顺序
5	怎么样比出来了吗
5	可是乘法像这样的分数乘整数又应该如何计算呢计算的道理又是什么呢
1	有的同学说货架一共有三层文具盒在第二层从左边数一2文具盒在第二层左边第二个
0	同学们又解决了小亮喝了多少毫升的矿泉水真棒
1	我的劣势也是12×4用一个圆圈表示一个垃圾桶我把12栋楼拆分成了6栋楼加6栋楼左边是6栋楼需要购买的垃圾桶的数量用6×4等于24个右边也是6栋楼需要购买垃圾桶的数量和左边的垃圾桶的数量是一样的也是24个所以我直接用24+24就可以算出小区一共需要购买多少个垃圾桶了
1	一234567有8根小棒表示有8个字
1	今天跟着李老师走进第二单元一起来学习分类的知识吧
5	通过这节课的学习你有哪些收获和感受呢
1	根据这个算式我想出了一个数学故事假如一箱货物重0.25吨一行有19箱有这样的4行这个算式表示的就是这些货物一共重多少吨
5	把测量工具和测量结果记录到学习单中想一想在测量的过程中你有什么发现吗
1	阳阳说比较两个数的大小不管位数相同还是不同其实都是从最高位开始比的
1	大正方形表示一把它平均分成100份其中的一份是0.01而0.01×0.1就是把0.01再平均分成10份求一份是多少根据小数的意义其中的一份就是0.001
1	苹果的单价是4.98元一箱苹果的质量是五千克求一箱苹果的价钱就是求5个4.98元相加的和根据单价乘数量等于总价也可以列出乘法算式4.98×5
2	是呀零就是起点我们在测量时要从零刻度开始量
1	强强也想到了用小数乘法来解决这个问题但计算方法和文文的不太一样
1	文文说乐乐带了10.5元刚才我们已经算出乐乐买水果花了3.1元10.5元大于3.1元乐乐带的钱够
6	下面我们来布置作业作业一数学书第六页练习二第二题作业2数学书第六页练习二第三题作业三数学书第七页练习二第六题
6	下面就让我们一起来看看同学们的做法
1	豆豆你提的问题真好我是结合刚刚解决的问题来想的大家看这4道比大小的题目左边表示的是2个数相乘的积右边表示第一个因素通过刚才的交流可以知道有的积比这个因数小有的积和这个因数相等有的积比这个因数大
1	很高兴今天与大家一起学习比一比说一说这节课
1	30×8我是用摆小棒的方法来思考的先摆三捆小棒表示三个时
5	同学们你们有没有这样的感受呀
5	0.4千克不到一千克付的钱数怎么会比一天付的钱还多呢
1	今天我们在相互分享相互补充相互交流中愉快的度过了一节数学课
1	同学们好我是北京市丰台区丰台第五小学的卞老师很高兴和大家一起学习
6	我们先看第一组
6	同学们你学会测量线段的长度了吗现在我们来做个小练习
6	想好了吗请你在括号里填上厘米或米开始吧
1	其实只要知道每相邻两个计数单位之间的进率是十其他的任意两个计数单位之间的进率都可以通过它推算出来百万和亿的进率是10×10=10010和万的进率是10×10×10=1000
6	这是三位同学的作品我们一起来听听他们是怎么想的
1	同学们今天的课就上到这再见
1	两个因数都是二点几可以看作整数三3×3=9可以知道肯定少于9元
1	小丽说我们之前数过大米1万粒大米大约是一碗10万粒大米就有10碗大概就是一盆吧
1	我听了你的讲解看了你的图就明白了你是把12拆分成6部分然后再合起来得出结果的下面我再来介绍一下我的作品吧
6	接下来请你选择身边的一个物体用身上的尺子来量一量它的长度并思考怎样选择身上的尺子呢赶快开始吧
1	豆豆说啊分母相乘的积表示把单位一平均分成多少份可以知道分数单位分子相乘的积可以表示分数单位的个数
1	我发现很多同学都喜欢这种方法把12拆分成10+2再计算比较好算
1	比如我们在万位上一万一万的数数到10万的时候就要向前一位进一这一位就是10万位10万位上一个珠子就代表一个10万百万千万亿也是这样数出来的
5	下一个是洋洋的作品你能看懂吗
1	报道说啊我能解决求两小时能清理这块草坪的几分之几就是求两高1/5的和是多少用乘法计算列式是1/5×2计算时分母不变分子与整数相乘=2/5两小时能清理这块草坪的2/5
6	让佳佳告诉我们他的想法
1	通过大家的质疑讨论我们知道了两位小数乘一位小数的积是三位小数有的同学发现积的小数位数与因数的小数位数好像有关系于是提出了这个问题
6	请你拿出学具中一根小棒或小纸条认真观察小棒和小纸条的长度都是一厘米下面我们一起来感受感受一厘米的长度吧
6	同学们课后可以继续思考
2	通过观察计数器认识了更高的数位和更大的计数单位
6	另一边呢一234有4朵花那5朵花和四朵花合起来是几朵花呀我们数一数吧
6	我们一起来听听小丽的想法吧
1	今天我给大家带来了一本数学绘本说的名字叫身上的尺子
6	同学们快伸出你的一眨感受一下这个长度吧
1	有这样的8分一共24个时是240
6	其实在我们的生活中处处都有乘法我们一起来看看同学们找到的乘法吧
1	是的分级后再读就是我们把每个数集看成一个整体整体看有多少个亿有多少个万有多少个一这样还能够帮助我们很好的找准数位
5	看看在这个过程中会不会有什么新的发现
6	请你也这样一个对一个摆一摆并说一说开始吧
6	我们一起来看看当时这些信息的报道吧
1	看了林林的做法同学们有些想法
1	2019年10月1日庆祝中华人民共和国成立70周年大会在北京天安门广场隆重举行随后举行盛大的阅兵式群众游行和联欢活动我们学校的学生也荣幸的参与了此次庆祝活动
1	天天计算的很规范对结果又进行了约分化解最后得到的结果为6
6	我们来听听同学们的交流吧
1	"这就意味着我们可以把82万看成是82个1万5	070万看成是5070个1万900万是900个1万也就是用万来做单位看看他们是多少个万"
1	我知道了分级的好处大数的读写一点都不难了我发现读数和写数都离不开弄清数位和计数单位的个数
5	是啊一更新啊购买多少个垃圾桶呢要解决这个问题你怎么想
5	是呀这样可以吗大家快来说说吧
6	以下是我们的课后作业
6	请大家列出算式计算结果
6	我们先来研究一下小雨的想法吧
6	我们开始交流吧
1	有同学马上就想到生活中啊还有许多物体的数量是一个呢
1	1×3=310×3=30100×3=3006×4=2460×4=240600×4=24008×7=568×70=5608×700等于5600
6	让我们来听一听
1	我想提醒大家我们在计数器上数数时是从右往左数的所以在数位顺序表中我们也要从右往左写
5	这是两位同学的作品你能看懂吗
1	屏幕前的同学们你的测量结果和他们一样吗如果有问题可以重新来量一次
